P05856	GO:0019012;GO:0020002;GO:0005576;GO:0039504;GO:0046776;GO:0039505;GO:0017124;GO:0009405;GO:0016020;GO:0005525;GO:0044178;GO:0039521
P35959	GO:0019012;GO:0020002;GO:0005576;GO:0039504;GO:0046776;GO:0039505;GO:0017124;GO:0009405;GO:0016020;GO:0005525;GO:0044178;GO:0039521
P03407	GO:0007171;GO:0019012;GO:0005576;GO:0020002;GO:0039504;GO:0046776;GO:0039505;GO:0017124;GO:0009405;GO:0016020;GO:0005525;GO:0044178;GO:0039521
P20886	GO:0019012;GO:0020002;GO:0005576;GO:0039504;GO:0046776;GO:0039505;GO:0017124;GO:0009405;GO:0016020;GO:0005525;GO:0044178;GO:0039521
P05858	GO:0019012;GO:0020002;GO:0005576;GO:0039504;GO:0046776;GO:0039505;GO:0017124;GO:0009405;GO:0016020;GO:0005525;GO:0044178;GO:0039521
P20867	GO:0019012;GO:0020002;GO:0005576;GO:0039504;GO:0046776;GO:0039505;GO:0017124;GO:0009405;GO:0016020;GO:0005525;GO:0044178;GO:0039521
P19546	GO:0019012;GO:0020002;GO:0005576;GO:0039504;GO:0046776;GO:0039505;GO:0017124;GO:0009405;GO:0016020;GO:0005525;GO:0044178;GO:0039521
P04604	GO:0019012;GO:0020002;GO:0005576;GO:0039504;GO:0046776;GO:0039505;GO:0017124;GO:0009405;GO:0016020;GO:0005525;GO:0044178;GO:0039521
Q89842	GO:0019012;GO:0020002;GO:0005576;GO:0039504;GO:0046776;GO:0039505;GO:0017124;GO:0009405;GO:0016020;GO:0005525;GO:0044178;GO:0039521
P04602	GO:0019012;GO:0020002;GO:0005576;GO:0039504;GO:0046776;GO:0039505;GO:0017124;GO:0009405;GO:0016020;GO:0005525;GO:0044178;GO:0039521
P18801	GO:0019012;GO:0020002;GO:0005576;GO:0039504;GO:0046776;GO:0039505;GO:0017124;GO:0009405;GO:0016020;GO:0005525;GO:0044178;GO:0039521
Q9QBZ7	GO:0019012;GO:0020002;GO:0005576;GO:0039504;GO:0046776;GO:0039505;GO:0017124;GO:0009405;GO:0016020;GO:0005525;GO:0044178;GO:0039521
Q9QBZ3	GO:0019012;GO:0020002;GO:0005576;GO:0039504;GO:0046776;GO:0039505;GO:0017124;GO:0009405;GO:0016020;GO:0005525;GO:0044178;GO:0039521
Q9WC61	GO:0019012;GO:0020002;GO:0005576;GO:0039504;GO:0046776;GO:0039505;GO:0017124;GO:0009405;GO:0016020;GO:0005525;GO:0044178;GO:0039521
Q9QBY1	GO:0019012;GO:0020002;GO:0005576;GO:0039504;GO:0046776;GO:0039505;GO:0017124;GO:0009405;GO:0016020;GO:0005525;GO:0044178;GO:0039521
O89293	GO:0019012;GO:0020002;GO:0005576;GO:0039504;GO:0046776;GO:0039505;GO:0017124;GO:0009405;GO:0016020;GO:0005525;GO:0044178;GO:0039521
O89945	GO:0019012;GO:0020002;GO:0005576;GO:0039504;GO:0046776;GO:0039505;GO:0017124;GO:0009405;GO:0016020;GO:0005525;GO:0044178;GO:0039521
O12165	GO:0019012;GO:0020002;GO:0005576;GO:0039504;GO:0046776;GO:0039505;GO:0017124;GO:0009405;GO:0016020;GO:0005525;GO:0044178;GO:0039521
O41804	GO:0019012;GO:0020002;GO:0005576;GO:0039504;GO:0046776;GO:0039505;GO:0017124;GO:0009405;GO:0016020;GO:0005525;GO:0044178;GO:0039521
Q9QBY9	GO:0019012;GO:0020002;GO:0005576;GO:0039504;GO:0046776;GO:0039505;GO:0017124;GO:0009405;GO:0016020;GO:0005525;GO:0044178;GO:0039521
Q9QSQ6	GO:0019012;GO:0020002;GO:0005576;GO:0039504;GO:0046776;GO:0039505;GO:0017124;GO:0009405;GO:0016020;GO:0005525;GO:0044178;GO:0039521
Q75009	GO:0019012;GO:0020002;GO:0005576;GO:0039504;GO:0046776;GO:0039505;GO:0017124;GO:0009405;GO:0016020;GO:0005525;GO:0044178;GO:0039521
O70903	GO:0019012;GO:0020002;GO:0005576;GO:0039504;GO:0046776;GO:0039505;GO:0017124;GO:0009405;GO:0016020;GO:0005525;GO:0044178;GO:0039521
Q1A260	GO:0019012;GO:0020002;GO:0005576;GO:0039504;GO:0046776;GO:0039505;GO:0017124;GO:0009405;GO:0016020;GO:0005525;GO:0044178;GO:0039521
Q9Q713	GO:0019012;GO:0020002;GO:0005576;GO:0039504;GO:0046776;GO:0039505;GO:0017124;GO:0009405;GO:0016020;GO:0005525;GO:0044178;GO:0039521
P05859	GO:0019012;GO:0020002;GO:0005576;GO:0039504;GO:0046776;GO:0039505;GO:0017124;GO:0009405;GO:0016020;GO:0005525;GO:0044178;GO:0039521
Q9WC70	GO:0019012;GO:0020002;GO:0005576;GO:0039504;GO:0046776;GO:0039505;GO:0017124;GO:0009405;GO:0016020;GO:0005525;GO:0044178;GO:0039521
Q9IDV1	GO:0019012;GO:0020002;GO:0005576;GO:0039504;GO:0046776;GO:0039505;GO:0017124;GO:0009405;GO:0016020;GO:0005525;GO:0044178;GO:0039521
P17664	GO:0019012;GO:0020002;GO:0005576;GO:0039504;GO:0046776;GO:0039505;GO:0017124;GO:0009405;GO:0016020;GO:0005525;GO:0044178;GO:0039521
P24741	GO:0019012;GO:0020002;GO:0005576;GO:0039504;GO:0046776;GO:0039505;GO:0017124;GO:0009405;GO:0016020;GO:0005525;GO:0044178;GO:0039521
Q1A242	GO:0019012;GO:0020002;GO:0005576;GO:0039504;GO:0046776;GO:0039505;GO:0017124;GO:0009405;GO:0016020;GO:0005525;GO:0044178;GO:0039521
O91087	GO:0019012;GO:0020002;GO:0005576;GO:0039504;GO:0046776;GO:0039505;GO:0017124;GO:0009405;GO:0016020;GO:0005525;GO:0044178;GO:0039521
P04603	GO:0019012;GO:0020002;GO:0005576;GO:0039504;GO:0046776;GO:0039505;GO:0017124;GO:0009405;GO:0016020;GO:0005525;GO:0044178;GO:0039521
Q79671	GO:0019012;GO:0020002;GO:0005576;GO:0039504;GO:0046776;GO:0039505;GO:0017124;GO:0009405;GO:0016020;GO:0005525;GO:0044178;GO:0039521
Q77378	GO:0019012;GO:0020002;GO:0005576;GO:0039504;GO:0046776;GO:0039505;GO:0017124;GO:0009405;GO:0016020;GO:0005525;GO:0044178;GO:0039521
Q8AIH4	GO:0019012;GO:0020002;GO:0005576;GO:0017124;GO:0009405;GO:0044220;GO:0016020;GO:0005525;GO:0030683
P12478	GO:0019012;GO:0020002;GO:0005576;GO:0017124;GO:0009405;GO:0044220;GO:0016020;GO:0005525;GO:0030683
Q74127	GO:0020002;GO:0009405;GO:0016020;GO:0005525;GO:0030683
P19501	GO:0020002;GO:0009405;GO:0016020;GO:0005525;GO:0030683
P12482	GO:0020002;GO:0009405;GO:0016020;GO:0005525;GO:0030683
P17753	GO:0020002;GO:0009405;GO:0016020;GO:0005525;GO:0030683
Q76639	GO:0020002;GO:0009405;GO:0016020;GO:0005525;GO:0030683
P18092	GO:0020002;GO:0009405;GO:0016020;GO:0005525;GO:0030683
P24103	GO:0020002;GO:0009405;GO:0016020;GO:0005525;GO:0030683
Q02840	GO:0020002;GO:0009405;GO:0016020;GO:0005525;GO:0030683
P11262	GO:0020002;GO:0009405;GO:0016020;GO:0005525;GO:0030683
P18038	GO:0020002;GO:0009405;GO:0016020;GO:0005525;GO:0030683
P31818	GO:0020002;GO:0009405;GO:0016020;GO:0005525;GO:0030683
P20868	GO:0020002;GO:0009405;GO:0016020;GO:0005525;GO:0030683
Q89868	GO:0020002;GO:0009405;GO:0016020;GO:0005525;GO:0030683
P15829	GO:0020002;GO:0009405;GO:0016020;GO:0005525;GO:0030683
P27970	GO:0020002;GO:0009405;GO:0016020;GO:0005525;GO:0030683
P27979	GO:0020002;GO:0009405;GO:0016020;GO:0005525;GO:0030683
P04600	GO:0020002;GO:0009405;GO:0016020;GO:0005525;GO:0030683
P05863	GO:0020002;GO:0009405;GO:0016020;GO:0005525;GO:0030683
P05862	GO:0020002;GO:0009405;GO:0016020;GO:0005525;GO:0030683
P05861	GO:0020002;GO:0009405;GO:0016020;GO:0005525;GO:0030683
P12447	GO:0020002;GO:0009405;GO:0016020;GO:0005525;GO:0030683
P22378	GO:0020002;GO:0009405;GO:0016020;GO:0005525;GO:0030683
P05860	GO:0020002;GO:0009405;GO:0016020;GO:0005525;GO:0030683
A5CPB7	GO:0030145;GO:0005737;GO:0019569;GO:0008733
B0RIE3	GO:0030145;GO:0005737;GO:0019569;GO:0008733
Q9I6H0	GO:0016787;GO:0047609;GO:0046872;GO:0006595
Q01705	GO:0007507;GO:0060982;GO:0010614;GO:0003184;GO:0048708;GO:0005654;GO:0003209;GO:0046579;GO:0060412;GO:0031490;GO:0007219;GO:0072144;GO:0045596;GO:0006357;GO:0043065;GO:0005912;GO:0003264;GO:0097150;GO:0007050;GO:0005829;GO:0010718;GO:0060354;GO:0003203;GO:0007409;GO:0050767;GO:0005789;GO:0060317;GO:0071944;GO:1901201;GO:0035924;GO:1902263;GO:0007411;GO:0001669;GO:0048103;GO:0003198;GO:0007386;GO:0031069;GO:0030182;GO:0072044;GO:0120163;GO:0060956;GO:0060528;GO:0043235;GO:0035116;GO:0001837;GO:0002051;GO:0061419;GO:0032496;GO:0005112;GO:0009912;GO:0001889;GO:0010001;GO:0061344;GO:0045618;GO:0045893;GO:0030324;GO:0050434;GO:0014031;GO:0030216;GO:0042246;GO:0090051;GO:0032495;GO:0005886;GO:0003192;GO:0014807;GO:0042127;GO:0060548;GO:0003214;GO:0003344;GO:0050678;GO:2000737;GO:0003162;GO:0003682;GO:0030334;GO:0048663;GO:0031960;GO:0003222;GO:0008284;GO:0003181;GO:0035914;GO:0003219;GO:0004857;GO:0030154;GO:0003213;GO:0030900;GO:0045668;GO:0045944;GO:0061314;GO:0016324;GO:0003208;GO:0046427;GO:0003332;GO:0045662;GO:0031100;GO:0070168;GO:0003160;GO:0003207;GO:0003197;GO:0002193;GO:0045747;GO:0045955;GO:1903849;GO:0007283;GO:1901189;GO:0061384;GO:0030513;GO:0001726;GO:0001701;GO:0060740;GO:0071372;GO:0060253;GO:0030326;GO:0090090;GO:0021915;GO:0031410;GO:0006959;GO:0019899;GO:0021515;GO:0003256;GO:0035148;GO:0045165;GO:2000974;GO:0003182;GO:0010629;GO:0010832;GO:0000139;GO:0009986;GO:0050768;GO:0001947;GO:0055008;GO:0005887;GO:0007221;GO:0005509;GO:1902339;GO:0048873;GO:2000048;GO:0045687;GO:0003252;GO:0003270;GO:0062043;GO:0045603;GO:2000811;GO:0060842;GO:0030279;GO:0046533;GO:0045967;GO:0048709;GO:0003241;GO:0003157;GO:0007368;GO:0060411;GO:0070374;GO:0060768;GO:0001708;GO:0008593;GO:0007440;GO:2001027;GO:0030514;GO:0003151;GO:0045070;GO:0010468;GO:0042802;GO:0045607;GO:0048711;GO:0002437;GO:0005634;GO:0050679;GO:0060843;GO:0008285;GO:0032633;GO:0060979;GO:0005737;GO:0000122;GO:0005794;GO:0005856;GO:0005783;GO:0030027;GO:0072017;GO:0003273;GO:0070986;GO:0005576;GO:0003169;GO:0048845;GO:0007492;GO:0010628;GO:0048715;GO:0060045;GO:0045608;GO:0004888;GO:0060948;GO:0002052;GO:0060271;GO:0002040;GO:0043086;GO:0030335;GO:0045665;GO:0045892;GO:0060038;GO:0008544;GO:0048754;GO:0003713;GO:0003180;GO:0010812
Q8CGN4	GO:0007507;GO:0030502;GO:0140261;GO:0005634;GO:0042476;GO:0005654;GO:0000122;GO:0004842;GO:0065001;GO:0051572;GO:0060021;GO:0070171;GO:0042826;GO:0008134;GO:0031072;GO:0000976;GO:0035518;GO:0003714;GO:0001835;GO:0000977;GO:0000415;GO:0045892
D4AU29	GO:0009094;GO:0030170;GO:0047536;GO:0008793;GO:0006571
A7HQP6	GO:0032259;GO:0009086;GO:0003871;GO:0008270
Q9Y7N6	GO:0004622;GO:0004623;GO:0005576;GO:0046475;GO:0102545;GO:0009277;GO:0043231;GO:0005794;GO:0005829;GO:0009897
B2TBS1	GO:0032259;GO:0009086;GO:0003871;GO:0008270
Q74JJ8	GO:0047151;GO:0005737;GO:0030698;GO:0050660
I1RVD8	GO:0032259;GO:0006633;GO:0008168;GO:0004315;GO:0016491;GO:0031177
P12480	GO:0019012;GO:0020002;GO:0005576;GO:0009405;GO:0044220;GO:0016020;GO:0030683
Q8BN21	GO:0018105;GO:0019904;GO:0005634;GO:0005789;GO:0019901;GO:0016021;GO:0005737;GO:0016020;GO:0032991;GO:0034599;GO:0005635;GO:0005524;GO:0005783;GO:0031966;GO:0004674;GO:0006468;GO:0046777;GO:2000659;GO:0043408
A1VEQ1	GO:0004056;GO:0005737;GO:0042450
P38237	GO:0045721;GO:0004843;GO:0005634;GO:0004197;GO:0016579;GO:0005737;GO:0043161;GO:0008270;GO:0005829
B9M5M0	GO:0004640;GO:0000162
Q55058	GO:0006807;GO:0005737;GO:0016151
Q8BJQ2	GO:0006511;GO:0035520;GO:0001501;GO:0008233;GO:0004843;GO:0005634;GO:0006282;GO:0009411;GO:0004197;GO:0005654;GO:0016579;GO:0006281;GO:0005829
Q9LVI9	GO:0006212;GO:0019483;GO:0017113;GO:0009536;GO:0002058;GO:0006210;GO:0009570;GO:0050661;GO:0043562;GO:0051536;GO:0009507
Q13MI3	GO:0032259;GO:0009086;GO:0003871;GO:0008270
Q043R6	GO:0047151;GO:0005737;GO:0030698;GO:0050660
Q5R6Z1	GO:0006874;GO:0008017;GO:0097431;GO:0006915;GO:0005634;GO:0045171;GO:0005876;GO:0044232;GO:0016021;GO:0030154;GO:0005741
Q9XT71	GO:0016702;GO:0016853;GO:0005789;GO:1901612;GO:0007601;GO:0001786;GO:0001523;GO:0005886;GO:0016020;GO:0050896;GO:0046872;GO:0004744;GO:0052884;GO:0052885;GO:1901827;GO:0031210
O75830	GO:0010951;GO:0070062;GO:0004867;GO:0005615
A2SC69	GO:0045261;GO:0005886;GO:0005524;GO:0042777;GO:0046933
A8AV19	GO:0032259;GO:0009086;GO:0003871;GO:0008270
O70276	GO:0007601;GO:0052885;GO:1901827;GO:0003407;GO:0016853;GO:0044297;GO:0043010;GO:0005886;GO:0016020;GO:0007623;GO:0008286;GO:0071257;GO:0042572;GO:0031210;GO:0016702;GO:0050251;GO:0005789;GO:0009416;GO:0060041;GO:0001895;GO:1901612;GO:0001786;GO:0042574;GO:0007468;GO:0004744;GO:0052884;GO:0050908;GO:0001523;GO:0060042;GO:0046872
C0PYK7	GO:0030170;GO:0051537;GO:0031071;GO:0044571;GO:0005737;GO:0046872
Q8YYG2	GO:0004751;GO:0009052
Q522W5	GO:0006914;GO:0010008;GO:0015031;GO:0035091
A4G964	GO:0016879;GO:0008616;GO:0008270;GO:0005524
C5FRS7	GO:0005730;GO:0000469
Q60739	GO:0000774;GO:0005739;GO:0005634;GO:0043066;GO:0005737;GO:0043525;GO:0016020;GO:0050821;GO:0051085;GO:0051087;GO:0005829;GO:0001933;GO:0070585;GO:0031072;GO:0010608;GO:0051219;GO:0031625;GO:0048471;GO:0043524;GO:0045944;GO:0030182;GO:0006915;GO:1905232;GO:0014040;GO:0110091;GO:2000672
O55099	GO:0007094;GO:0005819;GO:0000779;GO:0005634;GO:0030496;GO:0032091;GO:1905116;GO:0000780;GO:0005654;GO:0005737;GO:0000122;GO:0032465;GO:0004674;GO:0002903;GO:0006468;GO:1904355;GO:0009838;GO:0032466;GO:0032212;GO:0051256;GO:0032467;GO:0044878;GO:0007052;GO:0005524;GO:0005694;GO:0019900;GO:0051233;GO:0004672;GO:0034501;GO:0043988;GO:0010369;GO:0008283;GO:0005876;GO:0035174;GO:0007568;GO:0007051;GO:0031616;GO:0051973;GO:0032133;GO:0097431;GO:0034644;GO:1990023;GO:0000775;GO:0046872;GO:0000776;GO:0036089
A9BFS6	GO:0016757
Q5R503	GO:0050684;GO:0006397;GO:0005739
A9B0A2	GO:0032259;GO:0009086;GO:0003871;GO:0008270
P13873	GO:0039694;GO:0006351;GO:0042025;GO:0046872;GO:0030430;GO:0004519;GO:0075526;GO:0039523;GO:0003723
Q7XHN8	GO:0004722;GO:0046872
Q3M4J7	GO:0004751;GO:0009052
A0JRF5	GO:0030145;GO:0005737;GO:0019569;GO:0008733
B7LKA9	GO:0030170;GO:0051537;GO:0031071;GO:0044571;GO:0005737;GO:0046872
A7ZPX4	GO:0030170;GO:0051537;GO:0031071;GO:0044571;GO:0005737;GO:0046872
Q9CC97	GO:0046872;GO:0004149;GO:0008683;GO:0006099;GO:0050439;GO:0030976;GO:0004591
Q5P7T9	GO:0006526;GO:0046983;GO:0005737;GO:0003942;GO:0051287
Q4WP96	GO:0006357;GO:0006397;GO:0032784;GO:0032044;GO:0003729;GO:0006368
B2AML6	GO:0019284;GO:0005634;GO:0019509;GO:0005737;GO:0046523
O58843	GO:0003723;GO:0006400;GO:0016763;GO:0046872
B0YLW6	GO:0030170;GO:0002143;GO:0051536;GO:0031071;GO:0044571;GO:0046872;GO:0032047
Q9FLL3	GO:0005739
A7MGX8	GO:0030170;GO:0051537;GO:0031071;GO:0044571;GO:0005737;GO:0046872
Q28175	GO:0042802;GO:0016702;GO:0005789;GO:1901612;GO:0007601;GO:0001786;GO:0005886;GO:0016020;GO:0050896;GO:0046872;GO:0004744;GO:0052884;GO:0052885;GO:1901827;GO:0031210
Q16518	GO:0007601;GO:0052885;GO:1901827;GO:0006776;GO:0003407;GO:0016853;GO:0044297;GO:0005886;GO:0016020;GO:0007623;GO:0008286;GO:0071257;GO:0031210;GO:0016702;GO:0050251;GO:0005789;GO:1901612;GO:0001895;GO:0001786;GO:0042574;GO:0007468;GO:0004744;GO:0052884;GO:0050908;GO:0001523;GO:0060042;GO:0046872
B0UDG6	GO:0006146;GO:0000034
Q68EN5	
Q58CX2	GO:0005739;GO:0044528;GO:0033617;GO:0005654;GO:0070131
B5XNJ7	GO:0030170;GO:0051537;GO:0031071;GO:0044571;GO:0005737;GO:0046872
O00910	GO:0010628;GO:0042802;GO:0000978;GO:0031154;GO:0042127;GO:0045892;GO:0031149;GO:0005634;GO:0001228;GO:0003677;GO:0006952;GO:0030587;GO:0007259;GO:0005829;GO:0097696;GO:0045944;GO:0010468
B4TRX5	GO:0030170;GO:0051537;GO:0031071;GO:0044571;GO:0005737;GO:0046872
Q8Z4N0	GO:0030170;GO:0051537;GO:0031071;GO:0044571;GO:0005737;GO:0046872
A1CFL8	GO:0050641;GO:0006633;GO:0005829;GO:0004315;GO:0031177
A9N1X5	GO:0030170;GO:0051537;GO:0031071;GO:0044571;GO:0005737;GO:0046872
Q9ENL2	
Q810A5	
P57803	GO:0030170;GO:0051537;GO:0031071;GO:0044571;GO:0005737;GO:0046872
Q96TC7	GO:0006874;GO:0008017;GO:0097431;GO:0005739;GO:0005634;GO:0006915;GO:0045171;GO:0005876;GO:0044232;GO:0016021;GO:0030154;GO:0005741
A7MU48	GO:0030170;GO:0051537;GO:0031071;GO:0044571;GO:0005737;GO:0046872
Q6CRT7	GO:0005759;GO:0006526;GO:0103045;GO:0006592;GO:0004042
Q5M7N6	GO:0003700;GO:0007368;GO:0035082;GO:0005634;GO:0043565;GO:0060271;GO:0034613;GO:0032053
A1RAY5	GO:0030145;GO:0005737;GO:0019569;GO:0008733
B5X4E0	GO:0005509;GO:0005576;GO:0005789;GO:0005794;GO:0042470;GO:0033018
O93215	GO:0015074;GO:0042025;GO:0003964;GO:0039651;GO:0044826;GO:0039657;GO:0005198;GO:0003723;GO:0046718;GO:0072494;GO:0075713;GO:0004523;GO:0006310;GO:0004190;GO:0008289;GO:0004533;GO:0075732;GO:0020002;GO:0055036;GO:0003887;GO:0003677;GO:0019013;GO:0008270
Q0A7L5	GO:0005737;GO:0004719;GO:0030091
Q4R3E0	GO:0036123;GO:0000976;GO:0007049;GO:0045892;GO:0005634;GO:0036124;GO:0000775;GO:0018024;GO:0048511;GO:0008270;GO:0042754;GO:0030154
Q9SGW8	GO:0009651;GO:0004430;GO:0016020;GO:0005524;GO:0005773
A7HZ97	GO:0006402;GO:0006396;GO:0005737;GO:0004654;GO:0003723;GO:0000287
A2BZD8	GO:0009236;GO:0008168;GO:0046140;GO:0032259
Q02836	GO:0015074;GO:0042025;GO:0003964;GO:0044826;GO:0039657;GO:0005198;GO:0003723;GO:0046718;GO:0075713;GO:0004523;GO:0006310;GO:0016020;GO:0004190;GO:0004533;GO:0075732;GO:0020002;GO:0030430;GO:0003887;GO:0003677;GO:0019013;GO:0008270
A4F870	GO:0051301;GO:0007049;GO:0006260;GO:0003910;GO:0003677;GO:0051103;GO:0006310;GO:0005524;GO:0046872;GO:0071897
Q1A249	GO:0015074;GO:0042025;GO:0003964;GO:0044826;GO:0039657;GO:0005198;GO:0003723;GO:0046718;GO:0075713;GO:0004523;GO:0006310;GO:0016020;GO:0004190;GO:0004533;GO:0075732;GO:0020002;GO:0030430;GO:0003887;GO:0003677;GO:0019013;GO:0008270
B0U0E8	GO:0004823;GO:0006429;GO:0002161;GO:0005737;GO:0005524
Q88MX7	GO:0002098;GO:1904047;GO:0016743
B5XJD9	GO:0006082;GO:0008776;GO:0005737;GO:0005524;GO:0000287;GO:0006085
Q23405	GO:0008094;GO:0005634;GO:0045143;GO:0009792;GO:0000712;GO:0000710;GO:0005524;GO:0007131;GO:0051026;GO:0000795;GO:0030983;GO:0000228
Q9H5I1	GO:0036123;GO:0034968;GO:0000976;GO:0007049;GO:0045892;GO:0005634;GO:0036124;GO:0071456;GO:0006338;GO:0000775;GO:0005654;GO:0006333;GO:0000122;GO:0046974;GO:0048511;GO:0000785;GO:0008270;GO:0042754;GO:0030154;GO:1904047
A1SDP0	GO:0030145;GO:0005737;GO:0019569;GO:0008733
P51285	GO:0051539;GO:0016168;GO:0018298;GO:0015979;GO:0016021;GO:0009535;GO:0009522;GO:0000287;GO:0009055
O91080	GO:0015074;GO:0042025;GO:0003964;GO:0039651;GO:0044826;GO:0039657;GO:0005198;GO:0003723;GO:0046718;GO:0072494;GO:0075713;GO:0004523;GO:0006310;GO:0004190;GO:0008289;GO:0004533;GO:0075732;GO:0020002;GO:0055036;GO:0003887;GO:0003677;GO:0019013;GO:0008270
B1VV57	GO:0032259;GO:0009086;GO:0003871;GO:0008270
B7JVZ0	GO:0006541;GO:0015420;GO:0009236;GO:0003824
B1VXF6	GO:0004823;GO:0006429;GO:0002161;GO:0005737;GO:0005524
O89940	GO:0015074;GO:0042025;GO:0003964;GO:0039651;GO:0044826;GO:0039657;GO:0005198;GO:0003723;GO:0046718;GO:0072494;GO:0075713;GO:0004523;GO:0006310;GO:0004190;GO:0008289;GO:0004533;GO:0075732;GO:0020002;GO:0055036;GO:0003887;GO:0003677;GO:0019013;GO:0008270
Q1J8W0	GO:0006082;GO:0008776;GO:0005737;GO:0005524;GO:0000287;GO:0006085
Q06754	GO:0004518;GO:0046872
Q4JQU6	GO:0003697;GO:0006260;GO:0046872;GO:0039686;GO:0039715
Q04UL7	GO:0006520;GO:0044205;GO:0016597;GO:0004070;GO:0006207
Q9K3D7	GO:0004056;GO:0005737;GO:0103045;GO:0042450;GO:0004042
P09246	GO:0003697;GO:0042025;GO:0006260;GO:0003677;GO:0046872;GO:0039686
C5A2F3	GO:0017091;GO:0016891;GO:0006364
Q2LWT4	GO:0006402;GO:0006396;GO:0005737;GO:0004654;GO:0003723;GO:0000287
A5UGI1	GO:0030170;GO:0051537;GO:0031071;GO:0044571;GO:0005737;GO:0046872
Q03MD9	GO:0006807;GO:0005737;GO:0016151
Q2GCD7	GO:0003677;GO:0006351;GO:0032549;GO:0003899
A5UAA8	GO:0030170;GO:0051537;GO:0031071;GO:0044571;GO:0005737;GO:0046872
P93830	GO:0042802;GO:0003700;GO:0009733;GO:0005634;GO:1900057;GO:0009734
B8NY88	GO:0009058;GO:0016788;GO:0016853;GO:0016874;GO:0032259;GO:0008168;GO:0031177
Q17241	GO:0003700;GO:0008134;GO:0019904;GO:0005634;GO:0043565
Q99042	GO:0071949;GO:0046416;GO:0003884
Q2UGU3	GO:0060195;GO:0006397;GO:0032968;GO:0032044
Q8AWH1	GO:0008134;GO:0006357;GO:0019904;GO:0005634;GO:0000981;GO:0043565;GO:0009653;GO:0030154
B4S0H4	GO:0004056;GO:0005737;GO:0042450
Q9WC63	GO:0015074;GO:0042025;GO:0003964;GO:0039651;GO:0044826;GO:0039657;GO:0005198;GO:0003723;GO:0046718;GO:0072494;GO:0075713;GO:0004523;GO:0006310;GO:0004190;GO:0008289;GO:0004533;GO:0075732;GO:0020002;GO:0055036;GO:0003887;GO:0003677;GO:0019013;GO:0008270
Q8WV60	GO:0050684;GO:0048747;GO:0007005;GO:0005739;GO:0006397;GO:0001889;GO:0055010;GO:0007275;GO:0001822;GO:0003723
A1D8A4	GO:0017108;GO:0005739;GO:0006260;GO:0005730;GO:0006286;GO:0043137;GO:0008409;GO:0003677;GO:0005654;GO:0006303;GO:0000287;GO:0001302;GO:0035753;GO:0000734;GO:0005829
Q1XDK3	GO:0051539;GO:0016168;GO:0018298;GO:0015979;GO:0016021;GO:0009535;GO:0009522;GO:0000287;GO:0009055
P08922	GO:0007283;GO:0006468;GO:0010629;GO:0009986;GO:0019903;GO:0016020;GO:0005524;GO:0010966;GO:0005887;GO:0070372;GO:0032006;GO:0001558;GO:0004713;GO:0038083;GO:0023014;GO:0002066;GO:0007275;GO:0007169;GO:0030154;GO:0048471;GO:0004714;GO:0033674;GO:0043235
