P19550	GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0002223;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
P20871	GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0030307;GO:0019031;GO:0075512;GO:0002223;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
P12488	GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0002223;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
P05878	GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0002223;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
P05880	GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0002223;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
P19549	GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0002223;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
P20888	GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0002223;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
P31819	GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0002223;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
P04579	GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0002223;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
Q73372	GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
P05877	GO:0042802;GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0002223;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
P05879	GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0002223;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
P12487	GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0002223;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
P04580	GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0002223;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
P05882	GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0002223;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
P04583	GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0002223;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
P04581	GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0002223;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
Q9QBY2	GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
O70902	GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
P05881	GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0002223;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
P18799	GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0002223;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
O12164	GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
Q9Q714	GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
Q9QBZ0	GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
Q9WC69	GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
Q9QSQ7	GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
O89292	GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
Q9QBZ8	GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
Q9WC60	GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
Q9QBZ4	GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
Q75008	GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
O41803	GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
Q1A261	GO:0020002;GO:0019082;GO:0019064;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
Q1A243	GO:0020002;GO:0019082;GO:0019064;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
O91086	GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
P17281	GO:0020002;GO:0019082;GO:0019064;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
Q9IDV2	GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
Q79670	GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
Q77377	GO:0019012;GO:0019082;GO:0019064;GO:0020002;GO:0044175;GO:0039654;GO:0055036;GO:0019031;GO:0075512;GO:0090527;GO:1903905;GO:1903908;GO:0016021;GO:0005198;GO:0030683;GO:0019062;GO:1903911
Q8AIH5	GO:0020002;GO:0044175;GO:0055036;GO:0019031;GO:0039663;GO:0016021;GO:0005198;GO:0019062
P12490	GO:0075512;GO:0002223;GO:0055036;GO:0039654;GO:0019062;GO:0019031
P12491	GO:0055036;GO:0019031;GO:0075512;GO:0002223;GO:0039654;GO:0019062
P04577	GO:0020002;GO:0039502;GO:0044175;GO:0039587;GO:0055036;GO:0019031;GO:0075512;GO:0016021;GO:0005198;GO:0039654;GO:0019062
P24105	GO:0020002;GO:0039502;GO:0044175;GO:0039587;GO:0055036;GO:0019031;GO:0075512;GO:0016021;GO:0005198;GO:0039654;GO:0019062
Q02837	GO:0020002;GO:0044175;GO:0055036;GO:0019031;GO:0039663;GO:0016021;GO:0005198;GO:0019062
P05886	GO:0020002;GO:0044175;GO:0055036;GO:0019031;GO:0039663;GO:0016021;GO:0005198;GO:0019062
P18040	GO:0020002;GO:0039502;GO:0044175;GO:0039587;GO:0055036;GO:0019031;GO:0075512;GO:0016021;GO:0005198;GO:0039654;GO:0019062
P17755	GO:0020002;GO:0039502;GO:0044175;GO:0039587;GO:0055036;GO:0019031;GO:0075512;GO:0016021;GO:0005198;GO:0039654;GO:0019062
Q76638	GO:0020002;GO:0039502;GO:0044175;GO:0039587;GO:0055036;GO:0019031;GO:0075512;GO:0016021;GO:0005198;GO:0039654;GO:0019062
P05883	GO:0020002;GO:0039502;GO:0044175;GO:0039587;GO:0055036;GO:0019031;GO:0075512;GO:0016021;GO:0005198;GO:0039654;GO:0019062
P12492	GO:0020002;GO:0044175;GO:0055036;GO:0019031;GO:0039663;GO:0016021;GO:0005198;GO:0019062
P27977	GO:0020002;GO:0044175;GO:0055036;GO:0019031;GO:0039663;GO:0016021;GO:0005198;GO:0019062
P20872	GO:0020002;GO:0039502;GO:0044175;GO:0039587;GO:0055036;GO:0019031;GO:0075512;GO:0016021;GO:0005198;GO:0039654;GO:0019062
P18094	GO:0020002;GO:0039502;GO:0044175;GO:0039587;GO:0055036;GO:0019031;GO:0075512;GO:0016021;GO:0005198;GO:0039654;GO:0019062
P08810	GO:0020002;GO:0044175;GO:0055036;GO:0019031;GO:0039663;GO:0016021;GO:0005198;GO:0019062
P05885	GO:0020002;GO:0044175;GO:0055036;GO:0019031;GO:0039663;GO:0016021;GO:0005198;GO:0019062
P05884	GO:0020002;GO:0044175;GO:0055036;GO:0019031;GO:0039663;GO:0016021;GO:0005198;GO:0019062
P12449	GO:0020002;GO:0039502;GO:0044175;GO:0039587;GO:0055036;GO:0019031;GO:0075512;GO:0016021;GO:0005198;GO:0039654;GO:0019062
P19503	GO:0020002;GO:0044175;GO:0055036;GO:0019031;GO:0039663;GO:0016021;GO:0005198;GO:0019062
P15831	GO:0020002;GO:0039502;GO:0044175;GO:0039587;GO:0055036;GO:0019031;GO:0075512;GO:0016021;GO:0005198;GO:0039654;GO:0019062
P11267	GO:0020002;GO:0044175;GO:0055036;GO:0019031;GO:0039663;GO:0016021;GO:0005198;GO:0019062
Q89607	GO:0020002;GO:0039502;GO:0044175;GO:0039587;GO:0055036;GO:0019031;GO:0075512;GO:0016021;GO:0005198;GO:0039654;GO:0019062
Q74126	GO:0020002;GO:0039502;GO:0044175;GO:0039587;GO:0055036;GO:0019031;GO:0075512;GO:0016021;GO:0005198;GO:0039654;GO:0019062
P27757	GO:0020002;GO:0044175;GO:0055036;GO:0019031;GO:0039663;GO:0016021;GO:0005198;GO:0019062
P32536	GO:0020002;GO:0039502;GO:0044175;GO:0039587;GO:0055036;GO:0019031;GO:0075512;GO:0016021;GO:0005198;GO:0039654;GO:0019062
P22380	GO:0020002;GO:0044175;GO:0055036;GO:0019031;GO:0039663;GO:0016021;GO:0005198;GO:0019062
P31626	GO:0020002;GO:0055036;GO:0019031;GO:0016021;GO:0046718;GO:0019062
P31627	GO:0020002;GO:0055036;GO:0019031;GO:0016021;GO:0046718;GO:0019062
P35954	GO:0020002;GO:0055036;GO:0019031;GO:0016021;GO:0046718;GO:0019062
Q02282	GO:0020002;GO:0055036;GO:0019031;GO:0016021;GO:0005198;GO:0046718;GO:0019062
P03379	GO:0020002;GO:0055036;GO:0019031;GO:0016021;GO:0046718;GO:0019062
P23422	GO:0020002;GO:0055036;GO:0019031;GO:0016021;GO:0046718;GO:0019062
P23423	GO:0020002;GO:0055036;GO:0019031;GO:0016021;GO:0046718;GO:0019062
P16899	GO:0020002;GO:0055036;GO:0019031;GO:0016021;GO:0046718;GO:0019062
Q03804	GO:0020002;GO:0055036;GO:0019031;GO:0016021;GO:0005198;GO:0046718;GO:0019062
Q05312	GO:0020002;GO:0005198;GO:0016021;GO:0055036;GO:0046718;GO:0019062;GO:0019031
P19030	GO:0020002;GO:0055036;GO:0019031;GO:0016021;GO:0005198;GO:0046718;GO:0019062
Q04993	GO:0020002;GO:0055036;GO:0019031;GO:0016021;GO:0005198;GO:0046718;GO:0019062
Q98I87	GO:0006526;GO:0044205;GO:0005524;GO:0046872;GO:0004088
Q04995	GO:0020002;GO:0005198;GO:0016021;GO:0055036;GO:0046718;GO:0019062;GO:0019031
P16090	GO:0020002;GO:0055036;GO:0019031;GO:0016021;GO:0005198;GO:0046718;GO:0019062
Q0Q466	GO:0019064;GO:0055036;GO:0019031;GO:0009405;GO:0075509;GO:0046813;GO:0016021;GO:0039654;GO:0044173
Q9Z985	GO:0009380;GO:0004518;GO:0016887;GO:0009432;GO:0003677;GO:0006289;GO:0005737;GO:0005524;GO:0046872
Q65LJ9	GO:0003678;GO:0008408;GO:0000724;GO:0005524;GO:0003690
P11533	GO:0045211;GO:0051017;GO:0005737;GO:0005884;GO:0008270;GO:0051015;GO:0051639;GO:0042383;GO:0032432
G3J456	GO:0016874;GO:0031177
P32333	GO:0008094;GO:0006357;GO:0045892;GO:0005739;GO:0005634;GO:0042790;GO:0016887;GO:0003677;GO:0006364;GO:0005524;GO:0004386;GO:0045898;GO:0017025;GO:0000228
P13944	GO:0035987;GO:0007155;GO:0005615;GO:0062023;GO:0005581
B4RLK3	GO:0006807;GO:0008081;GO:0008773;GO:0006808
Q5F8H5	GO:0006807;GO:0008081;GO:0008773;GO:0006808
Q2NVL2	GO:0006419;GO:0005737;GO:0004813;GO:0005524;GO:0008270;GO:0000049
Q66478	GO:0039694;GO:0042025;GO:0062030;GO:0004197;GO:0039540;GO:0075512;GO:0039657;GO:0005198;GO:0003723;GO:0039522;GO:0018144;GO:0044694;GO:0006260;GO:0039690;GO:0044162;GO:0016020;GO:0039707;GO:0005524;GO:0039545;GO:0005216;GO:0003724;GO:0039618;GO:0003968;GO:0044385;GO:0006351;GO:0030430;GO:0039526;GO:0051259;GO:0039611;GO:0039554;GO:0046872;GO:0039520;GO:0019062
Q8BQM8	GO:0005737;GO:0008017;GO:0005874
Q0V8T5	GO:0005509;GO:0007155;GO:0016021
Q70IV5	GO:0005882;GO:0045104;GO:0045111;GO:0005912;GO:0031443;GO:0019215;GO:0016020;GO:0005200;GO:0017166;GO:0008307;GO:0030018;GO:0030674;GO:0043034;GO:0042383;GO:0060053
Q05BV3	GO:0070062;GO:0005737;GO:0008017;GO:0005874;GO:0003824
Q1D9V4	GO:0004642;GO:0046872;GO:0005737;GO:0005524;GO:0006189;GO:0006541
Q6ED65	GO:0005737;GO:0008017;GO:0005874
Q9V496	GO:0008017;GO:0045880;GO:0010877;GO:0019841;GO:0005102;GO:0042953;GO:0090263;GO:0020037;GO:0005504;GO:0005319;GO:0005576;GO:0016055;GO:0030139;GO:0045178;GO:0006869;GO:0046872;GO:0005615
A0A319A6V2	
P0CE95	GO:0005938;GO:0005856;GO:0051015;GO:0000916;GO:0007155
A2QYX4	GO:0019748;GO:0016874;GO:0031177
I1S2J9	GO:0016887;GO:0042626;GO:0005886;GO:0005524;GO:0016021
Q4WWE9	GO:0032508;GO:0003678;GO:0005634;GO:0003677;GO:0034085;GO:0005524;GO:0006139
P19557	GO:0020002;GO:0055036;GO:0019031;GO:0016021;GO:0005198;GO:0046718;GO:0019062
G3XUF0	GO:0016874;GO:0031177
Q6ZMW3	GO:0005737;GO:0008017;GO:0005874
Q5PZ43	GO:0030054;GO:0030036;GO:0003779
P15921	GO:0005576;GO:0042597;GO:0009986;GO:0016021;GO:0009279
Q91AV1	GO:0019064;GO:0055036;GO:0019031;GO:0009405;GO:0075509;GO:0046813;GO:0016021;GO:0039654;GO:0044173
Q5SSE9	GO:0005319;GO:0016887;GO:0006869;GO:0042626;GO:0005524;GO:0016021;GO:0043231
Q6Q305	GO:0003968;GO:0039694;GO:0006351;GO:0000166
A0A179H164	GO:0016874;GO:0031177
Q496Z0	GO:0000993;GO:0019901;GO:0033588;GO:0002098;GO:0046425;GO:0008023;GO:0005829
N4WHE3	GO:0016746;GO:0016491;GO:0031177
B2UX57	GO:0003678;GO:0008408;GO:0000724;GO:0005524;GO:0003690
Q5SVZ6	GO:0005634;GO:0046983;GO:0008270
G5EBL3	GO:0007548;GO:0042464;GO:0000122;GO:0030154;GO:0000228
Q8NKR7	GO:0004823;GO:0006429;GO:0002161;GO:0005737;GO:0005524
O15438	GO:0006855;GO:0008559;GO:0015722;GO:0016887;GO:0055085;GO:0042908;GO:0005886;GO:0016020;GO:0042626;GO:0005524;GO:0016021;GO:0015432;GO:0042910;GO:0150104;GO:0015721
P49454	GO:0007094;GO:0005813;GO:0005819;GO:0051301;GO:0005634;GO:0030496;GO:0000922;GO:0045120;GO:0005654;GO:0097539;GO:0005737;GO:0007059;GO:0042803;GO:0016363;GO:0070840;GO:0016202;GO:0008022;GO:0005930;GO:0001822;GO:0005829;GO:0003682;GO:0008134;GO:0008017;GO:0021591;GO:0007517;GO:0051382;GO:0005635;GO:0030154;GO:0036064;GO:0048471;GO:0045892;GO:0010389;GO:0000278;GO:0000940;GO:0000775;GO:0042493;GO:0051726;GO:0000776;GO:0051310;GO:0015031;GO:0071897
B2V9T1	GO:0006428;GO:0004822;GO:0002161;GO:0000049;GO:0005737;GO:0005524;GO:0008270
T0D3N5	GO:0008234;GO:0020002;GO:0005576;GO:0044175;GO:0008289;GO:0090729;GO:0009405;GO:0016020;GO:0016757;GO:0046872;GO:0044164
B9VUU3	GO:0039694;GO:0042025;GO:0039545;GO:0005216;GO:0004197;GO:0039540;GO:0075512;GO:0003724;GO:0039618;GO:0039657;GO:0005198;GO:0003723;GO:0003968;GO:0039522;GO:0044385;GO:0006351;GO:0018144;GO:0044694;GO:0006260;GO:0051259;GO:0044162;GO:0016020;GO:0039554;GO:0039707;GO:0005524;GO:0046872;GO:0039520;GO:0019062
Q5K2C4	GO:0005992;GO:0003825
B5ZRT0	GO:0065002;GO:0006605;GO:0005737;GO:0005886;GO:0017038;GO:0005524;GO:0046872
O45657	GO:0002119;GO:0071526;GO:0030334;GO:0008360;GO:1902287;GO:0008045;GO:0002116;GO:0017154;GO:0043087;GO:1902667;GO:0050772;GO:0009986;GO:0007162;GO:0031252;GO:0045138;GO:0007413;GO:0097374;GO:0005887;GO:0009792
Q8IZU8	GO:0047757;GO:0030205;GO:0000139;GO:0030204;GO:0030208;GO:0016021;GO:0008146
B1H268	GO:0030054;GO:0003682;GO:0051301;GO:0000790;GO:0005634;GO:0007062;GO:0005654;GO:0005829;GO:0042555;GO:0006261
Q924N4	GO:0140157;GO:0071476;GO:0015079;GO:1990573;GO:0008519;GO:0006811;GO:0055064;GO:1902476;GO:0019901;GO:0071477;GO:0055075;GO:0007268;GO:0016323;GO:0015379;GO:0030424;GO:0005887;GO:0006884;GO:0045202
Q73PH4	GO:0008360;GO:0009252;GO:0007049;GO:0051301;GO:0071555;GO:0005737;GO:0016881;GO:0005524;GO:0000287
Q6ZQ93	GO:0006511;GO:0016055;GO:0004843;GO:0005634;GO:0004197;GO:0016579;GO:0071108;GO:0005829;GO:0090263
C0LGH2	GO:0005886;GO:0046777;GO:0005524;GO:0016021;GO:0004674
Q9USK8	GO:0035840;GO:0000935;GO:0047657;GO:0051286;GO:0005619;GO:0033201;GO:0035841;GO:0070600;GO:0071555;GO:0009277;GO:0005886;GO:0009272;GO:0032178;GO:0030979;GO:0016021;GO:0031520;GO:0032153;GO:0031671;GO:0071575
B2THC8	GO:0003678;GO:0008408;GO:0000724;GO:0005524;GO:0003690
P0CA02	GO:0044220;GO:0019012;GO:0042025
Q6P5D8	GO:0060821;GO:0070868;GO:0016887;GO:0035861;GO:2000042;GO:2001034;GO:0003677;GO:0043584;GO:0009048;GO:0042803;GO:0001740;GO:0005524;GO:0045739;GO:0060820;GO:0006302;GO:0000784
A1CEE0	GO:0005096;GO:0005774;GO:0035556
Q5ZKB7	GO:0046872;GO:0006874;GO:0016887;GO:0005524;GO:0016021;GO:0006812
P0DTC2	GO:0042802;GO:0020002;GO:0019064;GO:0039502;GO:0039587;GO:0055036;GO:0019031;GO:0009405;GO:0075509;GO:0046789;GO:0046813;GO:0016021;GO:0039654;GO:0046718;GO:0044173
Q70CQ2	GO:0006511;GO:0016055;GO:0004843;GO:0005634;GO:0004197;GO:0016579;GO:0071108;GO:0005829;GO:0090263
A1TZ92	GO:0006419;GO:0005737;GO:0004813;GO:0005524;GO:0008270;GO:0000049
Q9P7T1	GO:0010106;GO:0044550;GO:0016879;GO:1904091;GO:0005737;GO:0005829;GO:0031169;GO:0031177;GO:0043041
Q9UHW9	GO:0140157;GO:0071476;GO:0015079;GO:1990573;GO:0008519;GO:0006811;GO:0001525;GO:0055064;GO:1902476;GO:0019901;GO:0071477;GO:0016021;GO:0005886;GO:0055075;GO:0007268;GO:0016323;GO:0015379;GO:0005887;GO:0006884;GO:0045202
P35421	GO:0009113;GO:0004642;GO:0046872;GO:0005737;GO:0005524;GO:0006189;GO:0006541;GO:0006164
Q5SQM0	GO:0005737;GO:0008017;GO:0005874
O95255	GO:0016324;GO:0005789;GO:0016887;GO:0007601;GO:0005654;GO:0016328;GO:0055085;GO:0005886;GO:0016020;GO:0042493;GO:0005524;GO:0016021;GO:0005215;GO:0042626;GO:0016323
Q20EZ8	GO:0016887;GO:0031969;GO:0005524;GO:0016021
Q8GS71	GO:0003777;GO:0008017;GO:0008574;GO:0030705;GO:0010215;GO:0055028;GO:0007052;GO:0005737;GO:0005524;GO:0007018;GO:0009832
P19176	GO:0006351;GO:0003899;GO:0003677;GO:0008270;GO:0000287
O97394	GO:0042675;GO:0050931;GO:0007156;GO:0098595;GO:0046533;GO:0045177;GO:0005887
Q66J01	GO:0004518;GO:0005789;GO:0042578;GO:0015798;GO:0005783;GO:0016021;GO:0015031
Q9RWK0	GO:0006807;GO:0006526;GO:0005737;GO:0044205;GO:0005524;GO:0046872;GO:0006541;GO:0004088
Q8DT76	GO:0003678;GO:0008408;GO:0000724;GO:0005524;GO:0003690
Q9JHU4	GO:0005813;GO:0031122;GO:0051301;GO:0007097;GO:0072382;GO:0005737;GO:0005868;GO:0002177;GO:0051959;GO:0030424;GO:1904115;GO:0030286;GO:0008090;GO:0030175;GO:0034063;GO:0043025;GO:0005524;GO:0005881;GO:0045505;GO:0032388;GO:0120162;GO:0051293;GO:0005635;GO:0007018;GO:0090235;GO:0033962;GO:0005874;GO:0000278;GO:0003341;GO:0005938;GO:1905832;GO:0060236;GO:0008569
P0CA03	GO:0044220;GO:0019012;GO:0042025
